id,section,difficulty,topic,question,A,B,C,D,answer
TCS_APT_047,Numerical Ability,EASY,Simple Interest,A sum of Rs.800 amounts to Rs.920 in 3 years at simple interest. What is the rate?,5%,4%,6%,3%,A
TCS_APT_048,Numerical Ability,EASY,Simple Interest,In what time will Rs.3000 yield Rs.900 as interest at 10% per annum?,3 years,4 years,2.5 years,5 years,A
TCS_APT_422,Numerical Ability,EASY,Simple Interest,At what rate will Rs.2000 amount to Rs.2600 in 3 years (SI)?,10%,8%,12%,15%,A
TCS_APT_424,Numerical Ability,HARD,Simple Interest,A sum becomes Rs.3600 in 2 years and Rs.4200 in 4 years at SI. The principal is:,Rs.3000,Rs.2800,Rs.3200,Rs.2500,A
TCS_APT_044,Numerical Ability,MEDIUM,Simple Interest,In how many years will Rs.5000 double itself at 10% p.a. SI?,10,8,12,15,A
TCS_APT_045,Numerical Ability,MEDIUM,Simple Interest,The SI on a certain sum for 2 years at 12% p.a. is Rs.1440. Find the sum.,Rs.6000,Rs.5000,Rs.7000,Rs.4800,A
TCS_APT_423,Numerical Ability,MEDIUM,Simple Interest,Simple interest on a sum for 5 years at 12% p.a. is Rs.1800. The sum is:,Rs.3000,Rs.2500,Rs.4000,Rs.3500,A
TCS_APT_069,Numerical Ability,EASY,Speed and Distance,"Two cars start from the same point in opposite directions at 40 and 50 km/h. After 3 hours, the distance between them is:",270 km,200 km,250 km,300 km,A
TCS_APT_071,Numerical Ability,EASY,Speed and Distance,"If a train covers 360 km at 80 km/h, how long does the journey take?",4.5 hours,4 hours,5 hours,3.5 hours,A
TCS_APT_065,Numerical Ability,HARD,Speed and Distance,A man covers 4/5 of his journey at 40 km/h and the rest at 60 km/h. What is his average speed?,43.6 km/h,45 km/h,42 km/h,50 km/h,A
TCS_APT_066,Numerical Ability,HARD,Speed and Distance,A train 200m long passes a train 300m long going in the same direction at 60 km/h and 40 km/h. How long does it take?,90 seconds,100 seconds,80 seconds,120 seconds,A
TCS_APT_430,Numerical Ability,HARD,Speed and Distance,Two trains 120m and 180m long approach each other at 60 and 90 km/h. Time to cross:,8 sec,6 sec,10 sec,12 sec,A
TCS_APT_431,Numerical Ability,HARD,Speed and Distance,A car covers first 100 km at 50 km/h and next 100 km at 100 km/h. Average speed?,66.67 km/h,75 km/h,70 km/h,80 km/h,A
TCS_APT_432,Numerical Ability,HARD,Speed and Distance,"Walking at 3/4 of normal speed, a person is late by 20 min. Normal time is:",60 min,45 min,80 min,90 min,A
TCS_APT_433,Numerical Ability,HARD,Speed and Distance,A boat covers 30 km upstream in 6h and 30 km downstream in 3h. Boat speed in still water?,7.5 km/h,8 km/h,6 km/h,10 km/h,A
TCS_APT_436,Numerical Ability,HARD,Speed and Distance,A man rows 10 km upstream in 100 min and downstream in 40 min. Speed of current?,2.25 km/h,3 km/h,1.5 km/h,2.5 km/h,A
TCS_APT_061,Numerical Ability,MEDIUM,Speed and Distance,"Two trains start from A and B, 300 km apart, toward each other at 50 km/h and 70 km/h. When do they meet?",2.5 hours,3 hours,2 hours,4 hours,A
TCS_APT_063,Numerical Ability,MEDIUM,Speed and Distance,A train 150m long passes a pole in 15 seconds. Its speed in km/h is:,36,30,40,45,A
TCS_APT_067,Numerical Ability,MEDIUM,Speed and Distance,"Sound travels at 332 m/s. If lightning is seen 3 seconds before thunder, how far away is the lightning?",0.996 km,1 km,1.5 km,0.5 km,A
TCS_APT_068,Numerical Ability,MEDIUM,Speed and Distance,"A thief is 100m ahead of a policeman. Both run, thief at 8 km/h and policeman at 10 km/h. When will the policeman catch the thief?",3 minutes,2 minutes,5 minutes,4 minutes,A
TCS_APT_070,Numerical Ability,MEDIUM,Speed and Distance,A boat travels 24 km upstream in 6 hours and 24 km downstream in 4 hours. What is the speed of the stream?,2 km/h,1 km/h,3 km/h,4 km/h,A
TCS_APT_072,Numerical Ability,MEDIUM,Speed and Distance,"A cyclist completes a tour of 600 km in 8 days. If he cycles 10 hours a day, what is his average speed?",7.5 km/h,6 km/h,8 km/h,10 km/h,A
TCS_APT_073,Numerical Ability,MEDIUM,Speed and Distance,"Two persons A and B start at the same time from P and Q, 45 km apart, toward each other. A walks at 3 km/h and B at 2 km/h. When do they meet?",9 hours,10 hours,8 hours,12 hours,A
TCS_APT_435,Numerical Ability,MEDIUM,Speed and Distance,Two cities A and B are 300 km apart. A train from A travels at 70 km/h and another from B at 80 km/h toward each other. They meet after:,2 hrs,2.5 hrs,3 hrs,1.5 hrs,A
TCS_APT_519,Numerical Ability,EASY,Surds and Indices,Simplify: (23)2 = ?,64,32,16,128,A
TCS_APT_520,Numerical Ability,EASY,Surds and Indices,x0 = ? (for x ≠ 0),1,0,x,Undefined,A
TCS_APT_523,Numerical Ability,EASY,Surds and Indices,What is 2^(-3)?,1/8,−8,8,−1/8,A
TCS_APT_524,Numerical Ability,HARD,Surds and Indices,"If 4^x = 128, find x.",3.5,4,3,2.5,A
TCS_APT_521,Numerical Ability,MEDIUM,Surds and Indices,x^(m/n) = ?,n√(xm),xm × xn,xm/xn,xm+n,A
TCS_APT_525,Numerical Ability,MEDIUM,Surds and Indices,Rationalize 1/√5:,√5/5,1/5,5/√5,√5,A
TCS_APT_074,Numerical Ability,EASY,Time and Work,A can do a piece of work in 10 days and B in 15 days. How long will they take working together?,6 days,5 days,7 days,8 days,A
TCS_APT_084,Numerical Ability,EASY,Time and Work,"A can complete 40% of a task in 8 days. At the same rate, how many days to complete the whole task?",20 days,15 days,25 days,18 days,A
TCS_APT_080,Numerical Ability,HARD,Time and Work,"A and B can do a work in 6 days, B and C in 8 days, A and C in 12 days. In how many days can all three do it together?",16/3 days,6 days,5 days,8 days,A
TCS_APT_081,Numerical Ability,HARD,Time and Work,"Pipe A fills a tank in 40 minutes and Pipe B empties it in 50 minutes. If both are open simultaneously, when will the tank be full?",200 minutes,180 minutes,160 minutes,240 minutes,A
TCS_APT_082,Numerical Ability,HARD,Time and Work,"20 men can complete a job in 30 days. After 10 days, 5 more men join. How many more days are needed?",16 days,18 days,20 days,15 days,A
TCS_APT_086,Numerical Ability,HARD,Time and Work,"Three workers A, B, C finish a job in 10, 12, and 15 days respectively. Working together, they complete the job in:",4 days,5 days,3 days,6 days,A
TCS_APT_087,Numerical Ability,HARD,Time and Work,"A does half as much work as B in 3/4 of the time. If together they take 18 days, how long does B take alone?",30 days,24 days,40 days,36 days,A
TCS_APT_088,Numerical Ability,HARD,Time and Work,"Pipe A fills in 6 hours, Pipe B fills in 8 hours. Both open and leakage drains in 24 hours. Time to fill:",4.8 hours,5 hours,6 hours,4 hours,A
TCS_APT_437,Numerical Ability,HARD,Time and Work,A and B can do a work in 6 and 12 days. With help of C they finish in 4 days. C alone?,12 days,8 days,16 days,10 days,A
TCS_APT_438,Numerical Ability,HARD,Time and Work,A does 1/4 of work in 5 days. B does 1/2 of remaining work in 10 days. Together they finish in:,13.33 days,15 days,12 days,18 days,A
TCS_APT_439,Numerical Ability,HARD,Time and Work,40 workers can build a wall in 18 days. 10 workers leave after 6 days. How many more days needed?,24 days,20 days,22 days,18 days,A
TCS_APT_440,Numerical Ability,HARD,Time and Work,"If 18 pumps can raise 2170 tonnes of water in 10 days working 7 hours a day, how many pumps needed to raise 1736 tonnes in 8 days working 9 hours?",10,12,14,8,A
TCS_APT_441,Numerical Ability,HARD,Time and Work,"A taps fills tank in 6 hrs, B in 4 hrs. Both opened, after 1 hr A closed. Total time to fill?",3.5 hrs,2.5 hrs,4 hrs,3 hrs,A
TCS_APT_442,Numerical Ability,HARD,Time and Work,"A woman can do work in 16 days. A man does twice as fast. Together in a team of 1 man 1 woman, days needed:",16/3 days,6 days,4 days,8 days,A
TCS_APT_075,Numerical Ability,MEDIUM,Time and Work,"A can do a job in 12 days and B in 18 days. If A works alone for 4 days, how many more days will B need to finish?",10,12,8,14,A
TCS_APT_076,Numerical Ability,MEDIUM,Time and Work,A and B together complete a work in 8 days. A alone does it in 12 days. In how many days can B alone do it?,24 days,18 days,20 days,30 days,A
TCS_APT_085,Numerical Ability,MEDIUM,Time and Work,A and B together can do a piece of work in 12 days. B alone takes 20 days. How many days does A alone take?,30 days,24 days,25 days,28 days,A
TCS_VER_371,Verbal Ability,EASY,Cloze Test,"Education is the most powerful _____ (1) one can use to change the world. It empowers individuals, reduces poverty, and builds a foundation for a _____ (2) society. However, millions of children worldwide still lack _____ (3) to quality education. SELECT WORD FOR BLANK (1):",weapon,burden,problem,obstacle,A
TCS_VER_372,Verbal Ability,EASY,Cloze Test,"Education is the most powerful weapon one can use to change the world. It empowers individuals, reduces poverty, and builds a foundation for a _____ (2) society. SELECT WORD FOR BLANK (2):",prosperous,declining,stagnant,corrupted,A
TCS_VER_378,Verbal Ability,EASY,Cloze Test,"The global economy is undergoing a major transition. Automation and AI are _____ (2) traditional jobs, forcing workers to acquire new skills. SELECT WORD FOR BLANK (2):",replacing,creating,preserving,protecting,A
TCS_VER_374,Verbal Ability,HARD,Cloze Test,The city had grown rapidly. Skyscrapers now dominated the skyline where rice fields once _____ (2) stretched endlessly. SELECT WORD FOR BLANK (2):,had,would,were,get,A
TCS_VER_375,Verbal Ability,HARD,Cloze Test,"Scientists have long _____ (1) the idea that humans are the only species capable of complex problem-solving. Recent studies, however, have _____ (2) that crows, dolphins, and elephants also exhibit remarkable _____ (3). SELECT WORD FOR BLANK (1):",held,forgotten,abandoned,dismissed,A
TCS_VER_381,Verbal Ability,HARD,Cloze Test,"Climate negotiations have repeatedly _____ (1) to produce binding commitments. While leaders acknowledge the _____ (2) of the crisis, domestic politics often _____ (3) international cooperation. SELECT WORD FOR BLANK (1):",failed,succeeded,managed,helped,A
TCS_VER_382,Verbal Ability,HARD,Cloze Test,"Climate negotiations have repeatedly failed. While leaders acknowledge the _____ (2) of the crisis, domestic politics obstructs cooperation. SELECT WORD FOR BLANK (2):",urgency,irrelevance,unimportance,insignificance,A
TCS_VER_370,Verbal Ability,MEDIUM,Cloze Test,"In today's world, technology has become _____ of our lives. From smartphones to smart homes, devices are _____ (2) every aspect of human existence. While this brings tremendous convenience, it also raises concerns about privacy and mental health. SELECT WORD FOR BLANK (2):",transforming,destroying,ignoring,eliminating,A
TCS_VER_373,Verbal Ability,MEDIUM,Cloze Test,"The city had grown rapidly over the past decade. Skyscrapers now _____ (1) the skyline where rice fields once _____ (2). The transformation was _____ (3), but it came with the cost of displacing thousands of farmers. SELECT WORD FOR BLANK (1):",dominated,decorated,disturbed,blocked,A
TCS_VER_376,Verbal Ability,MEDIUM,Cloze Test,Scientists have long held the idea that humans alone solve complex problems. Recent studies have _____ (2) that crows and elephants also exhibit remarkable intelligence. SELECT WORD FOR BLANK (2):,demonstrated,hidden,denied,ignored,A
TCS_VER_377,Verbal Ability,MEDIUM,Cloze Test,"The global economy is undergoing a major _____ (1). Automation and artificial intelligence are _____ (2) traditional jobs, forcing workers to _____ (3) new skills to remain relevant. SELECT WORD FOR BLANK (1):",transition,failure,stagnation,decline,A
TCS_VER_379,Verbal Ability,MEDIUM,Cloze Test,"Reading fiction has been shown to _____ (1) empathy. When readers _____ (2) themselves in the lives of characters, they develop a deeper understanding of perspectives different from their _____ (3). SELECT WORD FOR BLANK (1):",enhance,reduce,damage,weaken,A
TCS_VER_380,Verbal Ability,MEDIUM,Cloze Test,"Reading fiction enhances empathy. When readers _____ (2) themselves in the lives of characters, they understand different perspectives. SELECT WORD FOR BLANK (2):",immerse,isolate,distance,remove,A
TCS_VER_383,Verbal Ability,MEDIUM,Cloze Test,"Mental health awareness has grown _____ (1) in recent years. Society is slowly _____ (2) the stigma that once surrounded mental illness, making it easier for individuals to _____ (3) help. SELECT WORD FOR BLANK (1):",considerably,negligibly,minimally,barely,A
TCS_VER_320,Verbal Ability,EASY,Error Spotting,Spot the error: (A)She is (B)more smarter (C)than her (D)elder sister.,A,B,C,D,B
TCS_VER_325,Verbal Ability,EASY,Error Spotting,Spot the error: (A)She (B)has wrote (C)three novels (D)so far.,A,B,C,D,B
TCS_VER_302,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He works (B)hard to (C)support his (D)family's needs since years.,A,B,C,D,D
TCS_VER_303,Verbal Ability,HARD,Error Spotting,Spot the error: (A)The committee (B)have decided (C)to postpone (D)the meeting.,A,B,C,D,B
TCS_VER_304,Verbal Ability,HARD,Error Spotting,Spot the error: (A)Neither John (B)nor his friends (C)was present (D)at the event.,A,B,C,D,C
TCS_VER_305,Verbal Ability,HARD,Error Spotting,Spot the error: (A)One of the (B)students who (C)was late (D)were punished.,A,B,C,D,D
TCS_VER_309,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He told me (B)that he is (C)going to Delhi (D)the next day.,A,B,C,D,B
TCS_VER_310,Verbal Ability,HARD,Error Spotting,Spot the error: (A)She could (B)not help (C)but to cry (D)at the news.,A,B,C,D,C
TCS_VER_311,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He is (B)too weak (C)that he cannot (D)carry this box.,A,B,C,D,C
TCS_VER_313,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He is (B)the most (C)unique artist (D)in the country.,A,B,C,D,B
TCS_VER_314,Verbal Ability,HARD,Error Spotting,Spot the error: (A)No sooner (B)did he arrive (C)when the (D)meeting started.,A,B,C,D,C
TCS_VER_317,Verbal Ability,HARD,Error Spotting,"Spot the error: (A)Between the (B)two candidates, (C)she is (D)the most qualified.",A,B,C,D,D
TCS_VER_318,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He congratulated (B)me for (C)winning the (D)gold medal.,A,B,C,D,B
TCS_VER_321,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He denied (B)to have (C)taken the (D)money.,A,B,C,D,B
TCS_VER_323,Verbal Ability,HARD,Error Spotting,Spot the error: (A)She is (B)looking forward (C)to meet (D)her old friends.,A,B,C,D,C
TCS_VER_326,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He made (B)me to (C)complete the (D)assignment.,A,B,C,D,B
TCS_VER_327,Verbal Ability,HARD,Error Spotting,Spot the error: (A)She is (B)my oldest (C)sister of (D)the two.,A,B,C,D,B
TCS_VER_328,Verbal Ability,HARD,Error Spotting,Spot the error: (A)He as well as (B)his friends (C)are responsible (D)for this mistake.,A,B,C,D,C
TCS_VER_330,Verbal Ability,HARD,Error Spotting,Spot the error: (A)She was (B)too tired (C)that she could (D)not walk further.,A,B,C,D,C
TCS_VER_301,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)She goes (B)to the market (C)every Sundays (D)with her mother.,A,B,C,D,C
TCS_VER_306,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)He is (B)one of the (C)best student (D)in the class.,A,B,C,D,C
TCS_VER_307,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)She bought (B)a very expensive (C)furnitures (D)for her home.,A,B,C,D,C
TCS_VER_308,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)He has been (B)working here (C)since (D)three years.,A,B,C,D,C
TCS_VER_312,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)She has (B)lived in this (C)city since (D)ten years.,A,B,C,D,C
TCS_VER_315,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)The news (B)about the accident (C)were (D)shocking.,A,B,C,D,C
TCS_VER_316,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)I am (B)used to (C)sleep (D)late at night.,A,B,C,D,C
TCS_VER_319,Verbal Ability,MEDIUM,Error Spotting,"Spot the error: (A)Despite of (B)his efforts, (C)he could not (D)pass the exam.",A,B,C,D,A
TCS_VER_322,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)They discussed (B)about the (C)plan for (D)the new project.,A,B,C,D,B
TCS_VER_324,Verbal Ability,MEDIUM,Error Spotting,Spot the error: (A)He is (B)good in (C)both science (D)and mathematics.,A,B,C,D,B
TCS_VER_101,Verbal Ability,MEDIUM,Fill in the Blanks,The professor's lecture was so _____ that many students fell asleep.,tedious,engaging,stimulating,thrilling,A
TCS_VER_102,Verbal Ability,MEDIUM,Fill in the Blanks,She showed great _____ by finishing the project despite all obstacles.,perseverance,laziness,reluctance,hesitation,A
TCS_VER_103,Verbal Ability,MEDIUM,Fill in the Blanks,The contract was declared _____ because it lacked proper signatures.,void,valid,binding,legal,A
TCS_VER_104,Verbal Ability,MEDIUM,Fill in the Blanks,His _____ remarks offended many people in the audience.,derogatory,kind,polite,flattering,A
TCS_VER_105,Verbal Ability,MEDIUM,Fill in the Blanks,The scientist made a _____ discovery that changed modern medicine.,groundbreaking,trivial,minor,unremarkable,A
TCS_VER_106,Verbal Ability,MEDIUM,Fill in the Blanks,"She was _____ about her diet, avoiding sugar and processed foods.",meticulous,careless,relaxed,indifferent,A
TCS_VER_107,Verbal Ability,MEDIUM,Fill in the Blanks,The old building was in a state of complete _____; it had to be demolished.,dilapidation,repair,restoration,perfection,A
TCS_VER_108,Verbal Ability,MEDIUM,Fill in the Blanks,He had an _____ memory and could recall events from decades ago.,impeccable,average,ordinary,poor,A
TCS_VER_109,Verbal Ability,MEDIUM,Fill in the Blanks,The _____ negotiations finally led to a peace agreement after years of war.,protracted,brief,quick,instant,A
TCS_VER_110,Verbal Ability,MEDIUM,Fill in the Blanks,Her _____ smile made everyone in the room feel welcome.,radiant,gloomy,forced,artificial,A
TCS_VER_111,Verbal Ability,MEDIUM,Fill in the Blanks,The athlete's _____ performance broke three world records.,phenomenal,mediocre,average,poor,A
TCS_VER_113,Verbal Ability,MEDIUM,Fill in the Blanks,The CEO made a _____ decision that saved the company from bankruptcy.,prudent,rash,hasty,impulsive,A
TCS_VER_114,Verbal Ability,MEDIUM,Fill in the Blanks,The new policy was met with _____ from the employees.,resistance,acceptance,approval,enthusiasm,A
TCS_VER_115,Verbal Ability,MEDIUM,Fill in the Blanks,The students were _____ by the complexity of the math problem.,baffled,inspired,motivated,excited,A
TCS_VER_116,Verbal Ability,MEDIUM,Fill in the Blanks,"Despite his young age, he showed remarkable _____ in handling the crisis.",maturity,immaturity,inexperience,naivety,A
TCS_VER_117,Verbal Ability,MEDIUM,Fill in the Blanks,The thunderstorm was so _____ that it caused widespread flooding.,severe,mild,light,gentle,A
TCS_VER_118,Verbal Ability,MEDIUM,Fill in the Blanks,The artist's work was _____ because it used entirely new techniques.,innovative,traditional,conventional,classical,A
